id,civ,developer_id,date,spend
9258,monsters,1902312569583,328,23
9259,blobs,2612852807858,226,661
9260,blobs,3433143395497,206,540
9261,humans,8666382239565,362,521
9262,humans,9158127662536,331,496
9263,humans,3765424929908,111,554
9264,blobs,9322545447427,124,243
9265,blobs,8114498136161,303,16
9266,blobs,1867694088100,24,96
9267,humans,2447156168523,362,311
9268,blobs,3591424913700,220,947
9269,blobs,9852013750886,100,765
9270,monsters,3443314327456,230,614
9271,monsters,9649928601811,359,893
9272,monsters,4667902169908,335,245
9273,blobs,1493260171682,171,825
9274,blobs,4275905991468,184,48
9275,monsters,9673824564766,287,57
9276,blobs,8579800661326,88,517
9277,monsters,4636873321715,76,508
9278,humans,9295597479801,338,986
9279,monsters,6092282323870,298,177
9280,humans,6738935434717,124,493
9281,humans,4835306639550,232,68
9282,blobs,1818309172486,260,919
9283,humans,5885882739108,280,627
9284,blobs,8667888840269,250,116
9285,humans,4963981534039,87,253
9286,humans,2031286075320,206,859
9287,humans,9205686393095,145,556
9288,blobs,2291309983102,20,720
9289,monsters,2525844660550,207,253
9290,monsters,6186230272287,257,836
9291,blobs,565741422739,11,693
9292,humans,6439317723661,251,2
9293,blobs,52276440996,67,451
9294,monsters,4472310454624,39,806
9295,blobs,9782198280383,240,620
9296,monsters,1211877317119,135,129
9297,humans,355259373983,184,914
9298,humans,6676207038735,246,645
9299,blobs,7261850495728,211,486
9300,blobs,8915457819884,194,656
9301,blobs,6428922122246,236,805
9302,humans,226329369581,51,41
9303,blobs,8862331248841,93,971
9304,monsters,3451183258618,144,545
9305,humans,2142544579649,296,462
9306,blobs,7676081872138,281,353
9307,blobs,3441124719300,102,1000
9308,humans,6226226570793,76,216
9309,blobs,7850035980662,289,696
9310,monsters,343920581951,293,568
9311,humans,7328306650508,61,345
9312,monsters,5080307805817,196,19
9313,monsters,510052375110,364,268
9314,blobs,8255267252400,247,512
9315,blobs,5667880102433,125,468
9316,blobs,2855057336046,292,562
9317,blobs,630608427011,103,115
9318,monsters,9915814585892,35,916
9319,blobs,1788802658966,147,503
9320,monsters,2727653059041,342,478
9321,humans,1819708348279,339,270
9322,blobs,7958216563700,353,639
9323,humans,8484478461008,102,802
9324,humans,2771518890362,138,605
9325,monsters,1617311690053,50,137
9326,humans,3669499708519,246,855
9327,monsters,4396578423415,350,647
9328,humans,3879556462353,229,366
9329,humans,5684617198817,219,606
9330,monsters,1811544202429,102,214
9331,blobs,242908368009,164,186
9332,monsters,3167040123606,132,905
9333,blobs,280748189858,151,524
9334,monsters,2966509159612,282,323
9335,humans,5031360327922,144,619
9336,blobs,2640425842728,8,541
9337,humans,4902646368173,260,357
9338,monsters,7917676292219,65,884
9339,humans,8339899152578,237,569
9340,monsters,1659413920406,87,160
9341,blobs,7282572032561,180,96
9342,monsters,9500680111381,360,253
9343,monsters,8365034266230,24,927
9344,monsters,9200360754940,330,180
9345,blobs,6943287937841,314,279
9346,blobs,2505592778865,116,933
9347,humans,1480645836909,205,32
9348,monsters,270202150832,52,446
9349,monsters,3379093476861,10,899
9350,blobs,9385431654769,326,875
9351,humans,7074966789163,97,433
9352,humans,114578171860,93,138
9353,humans,4884043181075,111,359
9354,blobs,8734211949476,288,980
9355,blobs,4093092641296,327,772
9356,humans,8712598525755,63,836
9357,humans,5551089412879,171,511
9358,monsters,9395216419605,287,892
9359,monsters,8073415610508,243,175
9360,blobs,8470632561357,29,265
9361,monsters,6212755611387,62,731
9362,monsters,9038683791475,102,318
9363,blobs,5909369461802,242,847
9364,monsters,2900207198490,57,412
9365,monsters,9953683043874,139,546
9366,monsters,7303008752401,27,575
9367,humans,4927097261737,249,523
9368,monsters,2098480937301,94,118
9369,humans,135822503337,63,543
9370,humans,5152557048962,216,14
9371,blobs,8658702729503,164,717
9372,blobs,8554821050060,73,740
9373,monsters,1892259520303,321,208
9374,monsters,3822540703696,28,261
9375,blobs,7747913572493,0,551
9376,humans,977761370906,89,853
9377,monsters,9363245718307,208,918
9378,blobs,9193978897026,218,590
9379,blobs,1991920500707,238,709
9380,monsters,5768881743997,10,653
9381,monsters,7222332004973,107,58
9382,monsters,1889933223590,87,52
9383,monsters,5978457286225,149,417
9384,blobs,569267570681,319,888
9385,monsters,5792708214982,180,118
9386,humans,997213170559,91,41
9387,humans,961940691539,164,741
9388,humans,7699508974564,70,429
9389,monsters,998598165640,8,962
9390,humans,8556353111118,284,231
9391,humans,7582913611088,104,825
9392,humans,9472372609014,114,1000
9393,blobs,2962525902600,160,93
9394,blobs,2024363643767,93,953
9395,humans,9453351826275,79,538
9396,blobs,6983981904080,309,293
9397,humans,1196493320904,233,952
9398,blobs,5306826748532,133,485
9399,blobs,3852143999708,13,524
9400,blobs,2442991971476,234,478
9401,humans,816138378144,202,333
9402,humans,8516937015724,126,655
9403,monsters,3692696392086,28,878
9404,monsters,3410007955774,217,407
9405,blobs,8474383575138,84,467
9406,blobs,7090577324476,179,159
9407,humans,4935378212932,120,873
9408,humans,9750790741483,173,912
9409,humans,3963956484449,93,600
9410,monsters,1788098177248,200,299
9411,monsters,5815941652402,3,153
9412,humans,208830165621,334,841
9413,blobs,3379610017047,44,424
9414,monsters,2555886378345,197,252
9415,monsters,2128270686069,39,891
9416,monsters,3124274382941,113,898
9417,blobs,6857168574558,89,487
9418,blobs,84357374290,181,90
9419,humans,8467848930373,353,405
9420,blobs,1437586639652,343,891
9421,humans,8538655552956,165,774
9422,monsters,1758462456514,22,318
9423,monsters,2384466560336,235,48
9424,blobs,6551990470604,191,696
9425,humans,7459141026825,279,592
9426,humans,6322196006875,361,924
9427,monsters,8556667296116,128,128
9428,blobs,7194850420288,173,649
9429,monsters,9182588734021,256,7
9430,humans,21218155323,195,916
9431,monsters,5931653499780,116,51
9432,humans,2110731868805,132,68
9433,monsters,6499939012176,260,264
9434,humans,7555623773162,55,355
9435,humans,6779954256300,330,28
9436,humans,921685919061,82,19
9437,humans,1496491634771,214,359
9438,blobs,171961956982,284,286
9439,humans,3405916782359,244,58
9440,humans,8027342069707,286,873
9441,blobs,3288719664898,256,886
9442,humans,9175202389,334,837
9443,humans,6727185556375,172,90
9444,humans,7591729115608,49,971
9445,monsters,128829278647,344,230
9446,humans,8590396291040,182,609
9447,blobs,2028777760316,132,143
9448,humans,4141046298083,153,900
9449,monsters,3550519233460,76,621
9450,monsters,1370596070494,196,920
9451,blobs,8432445065354,199,589
9452,blobs,5960679427418,310,206
9453,humans,8329742932340,315,292
9454,monsters,9216634183062,148,84
9455,blobs,1282817520813,337,8
9456,humans,1896944048615,16,693
9457,monsters,3431929427567,115,263
9458,monsters,4092160314300,341,638
9459,monsters,6641902634829,73,213
9460,humans,9914093667601,330,371
9461,humans,1529420421764,192,537
9462,monsters,781118204395,125,683
9463,humans,4851113470555,92,461
9464,blobs,880778751955,216,704
9465,blobs,1771879281395,312,101
9466,monsters,5476540906129,108,901
9467,blobs,4143761602498,137,835
9468,humans,6629435398674,326,774
9469,humans,6918835906087,221,235
9470,monsters,440014487518,161,14
9471,humans,2348754912749,86,688
9472,blobs,218127051574,279,92
9473,blobs,7493926484224,149,794
9474,monsters,641907923421,191,618
9475,monsters,3025732317257,293,904
9476,humans,2535664695088,258,116
9477,monsters,5198436841774,168,897
9478,monsters,5407695597091,176,322
9479,blobs,4740369856199,101,747
9480,monsters,9844813972978,52,997
9481,monsters,9500056172443,263,621
9482,monsters,3545357482794,68,966
9483,humans,9098272335460,299,410
9484,monsters,6984982511694,291,482
9485,blobs,3145451984878,299,474
9486,monsters,7652316556242,71,317
9487,blobs,761487686516,295,92
9488,blobs,5878269480079,153,718
9489,humans,8943325701042,103,543
9490,monsters,5972516369519,62,813
9491,blobs,8395036150400,128,948
9492,blobs,2527571673108,124,189
9493,monsters,8476513653736,326,154
9494,monsters,760067444717,11,780
9495,monsters,9023095621,266,128
9496,monsters,4996034555496,306,281
9497,blobs,3167371129863,148,580
9498,blobs,8042040883137,79,537
9499,monsters,8701657835256,64,801
9500,humans,9387293026354,82,714
9501,blobs,4422928424924,49,247
9502,monsters,4364339885001,263,147
9503,blobs,1875779100219,97,515
9504,humans,319504398381,187,347
9505,blobs,7031110158156,15,463
9506,blobs,606510494829,339,816
9507,monsters,3610952365492,163,127
9508,monsters,4482501614490,107,68
9509,blobs,6313222138587,244,893
9510,blobs,2166689247522,265,670
9511,humans,4626712298972,322,656
9512,humans,1822760779723,299,361
9513,humans,7281894429336,1,181
9514,humans,9593934936781,119,919
9515,humans,1733427948220,127,292
9516,blobs,8730287837220,260,433
9517,humans,1177161135975,213,325
9518,humans,114599541232,354,611
9519,blobs,386602776919,87,5
9520,monsters,7400907794985,272,459
9521,blobs,5575161598156,50,812
9522,humans,2136262429701,38,502
9523,blobs,1783318750134,135,699
9524,blobs,651588692453,283,131
9525,monsters,5279288661928,68,276
9526,humans,827728636514,256,483
9527,blobs,2536116370594,124,525
9528,monsters,1739940032870,242,363
9529,humans,1752739478106,225,183
9530,monsters,3180491617577,168,608
9531,monsters,8752251508594,199,920
9532,monsters,509573638642,115,484
9533,blobs,9833367996361,1,945
9534,blobs,5325132695575,202,556
9535,humans,7740865954072,102,981
9536,humans,1516773632768,9,809
9537,monsters,4746939321788,282,430
9538,blobs,8610787228225,361,498
9539,monsters,8776036949663,302,8
9540,blobs,592500476083,178,892
9541,monsters,7500514531446,0,711
9542,humans,1669245627261,1,724
9543,humans,5882600798777,173,482
9544,humans,9863891284120,329,683
9545,humans,8217852701477,60,302
9546,humans,3568835285798,240,457
9547,blobs,1589660887720,44,736
9548,blobs,1654275546521,188,381
9549,humans,2789492843008,98,301
9550,humans,6775839085829,132,128
9551,monsters,8666072181515,326,377
9552,humans,2202694764823,44,928
9553,blobs,673541303925,199,717
9554,monsters,2991255863131,195,142
9555,blobs,2232605694206,88,119
9556,blobs,1204044221584,66,450
9557,monsters,9041133741475,327,439
9558,blobs,2087320989061,247,279
9559,monsters,7140571192847,190,1000
9560,humans,8745224571419,40,347
9561,monsters,4278216178974,59,859
9562,monsters,4676399231085,64,281
9563,blobs,8212208622652,66,55
9564,humans,3335005577087,304,810
9565,monsters,2306506758919,345,123
9566,blobs,3869544354891,152,473
9567,humans,3919432444925,54,483
9568,monsters,2496622460745,326,501
9569,monsters,8350400435504,45,319
9570,blobs,6624322316778,143,896
9571,humans,5856864602109,206,527
9572,blobs,5064963607959,115,387
9573,humans,9161214182685,31,593
9574,monsters,9439068486659,315,32
9575,humans,9619704237788,308,338
9576,blobs,458672263477,341,897
9577,humans,823944487263,327,597
9578,blobs,7393324976613,338,240
9579,monsters,356380836767,39,752
9580,blobs,3434589963907,363,810
9581,humans,3434110367778,195,391
9582,blobs,4274528407121,32,47
9583,blobs,2672328050557,282,540
9584,blobs,9597741265909,181,828
9585,blobs,204114138593,121,824
9586,monsters,9608157746263,74,137
9587,humans,834557409224,274,843
9588,humans,1729529862289,272,79
9589,blobs,8211743110353,199,840
9590,blobs,1037071124036,359,229
9591,humans,5463159802558,271,698
9592,blobs,8282831947619,91,960
9593,monsters,8351485573409,190,108
9594,humans,6517212384789,135,641
9595,monsters,4613972006239,145,882
9596,monsters,9159463394389,226,697
9597,humans,8322412112832,84,997
9598,monsters,5158766014208,76,490
9599,monsters,5095862326390,9,555
9600,monsters,1740770781410,162,133
9601,humans,9819990253446,359,260
9602,blobs,5516804946438,258,200
9603,monsters,8721900190766,61,228
9604,monsters,6726065156513,100,203
9605,monsters,9573389426663,136,779
9606,blobs,5529967299020,65,87
9607,monsters,3594866924292,231,331
9608,humans,5471006571453,216,909
9609,humans,8306760125685,253,378
9610,blobs,733513817193,337,603
9611,monsters,2565449618454,63,493
9612,blobs,3839911850060,189,195
9613,monsters,7175977694454,63,492
9614,monsters,3072177171566,269,767
9615,blobs,9601231301731,37,811
9616,monsters,6083935147391,142,996
9617,monsters,6269741908570,338,24
9618,humans,3295368301765,211,103
9619,humans,8184790321284,271,959
9620,monsters,1050353429024,33,935
9621,blobs,6047766250963,295,45
9622,humans,1619190075438,266,61
9623,monsters,3915971184638,299,110
9624,blobs,546920643974,56,665
9625,monsters,7231155350611,251,169
9626,humans,2982138934581,259,404
9627,blobs,5681807430932,350,995
9628,humans,9705506616811,150,535
9629,blobs,7358893586128,247,581
9630,monsters,6443868348883,187,681
9631,humans,7427572225734,279,528
9632,monsters,1706259827973,347,135
9633,humans,3113960441927,12,400
9634,blobs,5651284006433,172,1
9635,monsters,401509702043,150,161
9636,monsters,7890899296049,12,576
9637,blobs,3503291865570,199,510
9638,blobs,470516875592,259,883
9639,monsters,891847709238,300,277
9640,monsters,558036503506,71,582
9641,humans,989874103828,89,406
9642,monsters,2184992667910,129,103
9643,humans,667624731763,249,434
9644,blobs,9848884241562,308,144
9645,monsters,1283707296106,65,81
9646,monsters,2457814008776,169,98
9647,blobs,3363431490085,320,354
9648,humans,6917319129556,254,2
9649,monsters,3295720299298,46,244
9650,monsters,7243377266245,35,713
9651,monsters,2324444345900,253,452
9652,blobs,1068338408679,98,115
9653,blobs,1540242191555,79,449
9654,monsters,2171180930766,239,94
9655,blobs,8179951466956,44,95
9656,monsters,7603124895946,77,678
9657,monsters,791705227623,215,91
9658,monsters,7624249689460,57,477
9659,monsters,4370086138196,350,383
9660,monsters,3008428526589,56,457
9661,humans,1777745624985,204,825
9662,monsters,6314453674676,47,390
9663,humans,3196583059683,94,589
9664,humans,966766507957,305,991
9665,humans,3313114554395,182,935
9666,humans,1209921605861,312,365
9667,humans,9837821367544,24,383
9668,monsters,9814417579484,264,722
9669,monsters,7695273210212,213,84
9670,monsters,8717274836386,178,982
9671,blobs,4791234555786,12,806
9672,monsters,6278813514695,92,39
9673,blobs,9890417331400,145,168
9674,humans,6675573267609,316,367
9675,humans,4635389033157,277,474
9676,monsters,6206270696327,228,562
9677,blobs,1347123612757,319,917
9678,monsters,1484409751811,153,74
9679,humans,342415686086,138,145
9680,humans,4299109125172,170,506
9681,blobs,7332540019285,68,81
9682,monsters,531798510836,83,661
9683,blobs,8655746089301,26,215
9684,monsters,6204130663371,331,324
9685,monsters,2453942061558,81,94
9686,humans,8040656828818,81,429
9687,monsters,9852779183854,50,206
9688,monsters,1020525597040,48,357
9689,monsters,9578466721582,19,994
9690,humans,3642619298586,354,812
9691,blobs,5175478703439,301,491
9692,blobs,2837462938503,199,157
9693,monsters,6389059294026,47,250
9694,monsters,7382438693741,90,656
9695,humans,3302952047950,254,548
9696,blobs,206910287740,10,336
9697,monsters,1907654748694,255,183
9698,blobs,7959347608785,94,74
9699,blobs,2233795321282,255,635
9700,humans,557915810156,4,146
9701,monsters,9249032579982,114,964
9702,blobs,2205048377652,280,364
9703,monsters,5159977025755,12,932
9704,humans,9662175475312,98,240
9705,humans,3715372313134,147,96
9706,monsters,525122854780,342,91
9707,monsters,4745570089314,179,418
9708,monsters,6616071680221,14,9
9709,humans,7758375344558,75,479
9710,humans,3955021333532,148,681
9711,monsters,7435245393409,181,410
9712,humans,9865753489096,30,494
9713,blobs,8887225475139,51,756
9714,humans,1814149435270,257,423
9715,monsters,4480718299209,224,305
9716,blobs,2624005715912,225,633
9717,humans,3006071144385,92,496
9718,blobs,459493179122,332,369
9719,monsters,221564390242,115,270
9720,blobs,7640175783551,360,470
9721,monsters,6336310110355,109,537
9722,blobs,8292038601532,353,464
9723,blobs,2138269982247,92,635
9724,monsters,1546512115804,237,278
9725,blobs,5622059962092,278,431
9726,blobs,3092946179020,197,423
9727,humans,8320629195307,194,425
9728,monsters,4646116407786,162,936
9729,humans,4076541397992,121,102
9730,monsters,8963136926595,179,701
9731,humans,2810929966937,187,845
9732,blobs,1213438065448,81,773
9733,monsters,6417061930365,346,941
9734,blobs,2208788834947,213,90
9735,blobs,2277440467041,183,220
9736,monsters,5288880273883,75,654
9737,monsters,6950117235802,172,345
9738,monsters,218623367168,271,106
9739,monsters,864217000727,41,782
9740,blobs,2639791891431,161,1000
9741,humans,5758606407189,342,183
9742,humans,2921720991471,220,222
9743,humans,7671016363484,356,255
9744,blobs,2088282268595,160,421
9745,blobs,6484411266736,101,215
9746,monsters,4007431188278,211,234
9747,blobs,8391356005686,332,232
9748,humans,5006197244666,303,596
9749,monsters,7233632617224,335,665
9750,blobs,3813832219282,282,472
9751,monsters,3564692465419,341,771
9752,monsters,9111296845509,289,561
9753,humans,2027115732863,319,526
9754,blobs,6486038604861,146,236
9755,humans,2427924925008,227,499
9756,monsters,7929037024015,76,934
9757,blobs,1160743897922,51,457
9758,monsters,3725034973979,177,468
9759,humans,2503379849159,34,943
9760,blobs,8298568374373,304,955
9761,humans,8350598854171,216,634
9762,blobs,430155990200,19,200
9763,monsters,9559146708538,189,255
9764,monsters,2615163045935,292,800
9765,monsters,2108745633647,261,630
9766,monsters,3354773699214,249,711
9767,humans,2338163414134,110,612
9768,humans,9364363445663,254,72
9769,monsters,731210460795,33,47
9770,blobs,4733468264225,286,453
9771,blobs,5121293877623,162,949
9772,monsters,9386241400273,157,548
9773,humans,2754546209753,105,420
9774,monsters,5563226163573,114,799
9775,humans,3104743569067,206,948
9776,blobs,1030699493415,87,947
9777,blobs,2841803783722,244,850
9778,monsters,9776885034050,89,275
9779,monsters,8812212257055,145,202
9780,blobs,2100789059912,68,255
9781,humans,8627642700978,76,486
9782,humans,6815848199952,112,740
9783,humans,634114651612,152,711
9784,monsters,5140278991612,55,289
9785,blobs,2429845189787,22,771
9786,blobs,8511207831505,84,593
9787,blobs,6611641321133,209,737
9788,blobs,9007873561318,130,705
9789,blobs,5352588175659,146,620
9790,monsters,1157039922056,18,527
9791,monsters,426195060863,348,301
9792,monsters,9100014513402,188,488
9793,blobs,252625919360,36,19
9794,humans,2284274257503,31,981
9795,humans,9734444666652,268,828
9796,blobs,3791876114245,46,104
9797,humans,2706836992681,112,246
9798,monsters,5953470828823,360,704
9799,monsters,3436025674929,158,156
9800,humans,5059309859376,16,540
9801,monsters,8204272499285,316,887
9802,monsters,2933881628692,264,287
9803,humans,7804605703912,93,285
9804,humans,9440798396677,196,312
9805,humans,1071875237395,49,66
9806,blobs,9299101236302,268,942
9807,humans,9207588842217,21,304
9808,blobs,1765600335243,52,339
9809,humans,2876963767681,274,935
9810,monsters,3336349006032,232,297
9811,humans,7246366430088,109,979
9812,monsters,6164877041042,54,403
9813,monsters,8576784688314,150,971
9814,humans,3570648046091,87,141
9815,blobs,1387822045387,208,125
9816,blobs,9795512690800,90,482
9817,blobs,9073082077359,287,881
9818,blobs,5503931026690,10,664
9819,humans,7855017540271,295,212
9820,humans,6787096045088,270,940
9821,monsters,5583901112230,46,177
9822,blobs,9174919930263,126,265
9823,monsters,7196554166042,143,827
9824,monsters,5482848751422,53,840
9825,monsters,8974706898799,194,333
9826,humans,3817266749625,6,958
9827,blobs,4111348449817,363,910
9828,humans,9450248658283,237,50
9829,humans,9473223445277,105,754
9830,monsters,4883642729992,220,284
9831,blobs,359125427935,217,946
9832,humans,1027698238590,223,142
9833,monsters,6483208201067,59,543
9834,blobs,3133569138039,303,821
9835,monsters,4918705359360,156,636
9836,monsters,7457791348428,191,327
9837,humans,6222179903331,0,587
9838,humans,898700657618,194,727
9839,humans,5945551488563,345,345
9840,humans,9367565615331,96,905
9841,humans,7758551960869,93,90
9842,blobs,2127757932744,197,375
9843,monsters,9364836573810,233,838
9844,humans,5997580762556,140,826
9845,blobs,7282960778300,290,999
9846,humans,4726429748319,323,778
9847,monsters,2291871651861,72,363
9848,monsters,5383178145753,23,615
9849,monsters,4501730398944,277,511
9850,blobs,3960356195772,72,228
9851,blobs,250529488133,254,938
9852,monsters,3444187956005,364,951
9853,blobs,8448080264736,316,873
9854,blobs,4153509244151,308,203
9855,monsters,5394007349670,357,872
9856,humans,8714405655879,235,26
9857,blobs,3495871049331,305,605
9858,blobs,8727320163950,161,938
9859,humans,6093287845489,291,30
9860,humans,7912566626491,113,861
9861,monsters,8715486425505,290,502
9862,blobs,697703261008,124,604
9863,humans,6132200002087,141,257
9864,humans,7581884417628,339,659
9865,humans,7756971539604,86,844
9866,blobs,8984796517341,155,71
9867,monsters,8992060629220,252,358
9868,blobs,8531567861652,307,948
9869,humans,5530112354102,307,729
9870,monsters,3869742285900,210,783
9871,monsters,4902136446528,211,553
9872,monsters,4836131439020,89,212
9873,humans,2464932547165,26,429
9874,humans,3097334065927,326,775
9875,humans,3225621832214,250,159
9876,blobs,488880213451,7,89
9877,monsters,700352455317,324,55
9878,humans,2962604112725,195,893
9879,blobs,4084927834529,179,763
9880,blobs,4277039989139,246,150
9881,blobs,2746923261878,160,945
9882,humans,4698062835094,289,734
9883,humans,4802820530135,54,318
9884,humans,3871804638422,241,394
9885,monsters,7147638853819,247,643
9886,monsters,9103667704319,286,75
9887,blobs,9555025714901,329,707
9888,monsters,7505312722708,335,890
9889,blobs,1224868699933,169,598
9890,monsters,4854054680802,185,723
9891,humans,5436286182512,200,907
9892,monsters,1947655916311,285,759
9893,monsters,4878658400612,197,460
9894,humans,9083106024687,189,516
9895,blobs,9654685337018,16,61
9896,monsters,6770210694552,325,329
9897,humans,8567238540298,32,13
9898,blobs,1358057565808,152,120
9899,monsters,7352528965255,293,39
9900,blobs,474467907092,95,802
9901,blobs,708635636137,223,552
9902,humans,3534861702766,323,909
9903,blobs,369562515958,324,921
9904,monsters,4917235688796,30,200
9905,humans,5421987464394,59,437
9906,humans,5139039622368,344,999
9907,blobs,6130841827525,264,493
9908,humans,8072263698168,108,485
9909,blobs,2821520075863,353,959
9910,monsters,2489472018585,44,386
9911,blobs,4994510109774,112,516
9912,blobs,9646330903411,349,979
9913,blobs,7776693417227,105,215
9914,monsters,8792663881659,349,60
9915,blobs,9623797629024,219,257
9916,humans,8283185450235,116,649
9917,blobs,6806522100606,36,501
9918,blobs,7517883612066,186,601
9919,blobs,841414957856,272,433
9920,monsters,1500564235895,58,674
9921,humans,6035752490980,184,556
9922,blobs,2208400669298,245,672
9923,monsters,2082236337078,106,703
9924,humans,9490622619129,291,159
9925,humans,7812188081296,304,905
9926,blobs,1664949249123,254,195
9927,humans,4535248685463,287,324
9928,blobs,158472131863,70,175
9929,blobs,4722716973412,253,183
9930,monsters,1309043919131,220,524
9931,blobs,3453424297742,59,128
9932,blobs,9183629396098,305,113
9933,blobs,9396565797590,81,178
9934,humans,5930798887648,360,248
9935,monsters,580696771507,139,795
9936,blobs,8880538332088,319,673
9937,blobs,7568714879363,355,725
9938,blobs,6538024473721,253,751
9939,humans,7044675926880,222,873
9940,blobs,7044658641516,15,583
9941,humans,3873902119822,355,745
9942,blobs,9004965007515,251,572
9943,humans,1977693582080,52,743
9944,monsters,9640705193762,133,360
9945,monsters,7106391364788,311,961
9946,monsters,9632933982792,213,71
9947,humans,7369870581217,289,901
9948,humans,2786182801868,51,583
9949,humans,1786149283960,162,490
9950,monsters,9966799520655,67,54
9951,humans,2792935830596,265,735
9952,monsters,7695484843526,320,856
9953,humans,9476130108411,139,805
9954,blobs,8967339650753,239,468
9955,blobs,8671939075841,235,338
9956,blobs,3465724492855,96,359
9957,monsters,6415124041663,173,172
9958,blobs,9129211462913,280,161
9959,blobs,2245057349926,306,1
9960,monsters,7842281056547,352,705
9961,monsters,8481345997221,210,265
9962,blobs,4411902121194,25,796
9963,humans,9680715111176,207,388
9964,monsters,9938494140372,163,846
9965,humans,2218184298699,296,428
9966,blobs,9097359222372,65,74
9967,monsters,4840850333171,70,11
9968,blobs,5024189925546,58,733
9969,humans,9248446333792,6,450
9970,humans,3688326050323,235,961
9971,blobs,9252240323820,165,864
9972,monsters,5391190913632,10,969
9973,humans,6593416645450,343,265
9974,monsters,9146430511084,82,221
9975,blobs,8851714477594,307,919
9976,blobs,8040519370062,34,544
9977,monsters,8488012167207,293,546
9978,humans,9291107014617,208,331
9979,monsters,4315254644588,358,137
9980,blobs,5488069012127,7,433
9981,blobs,8547424211847,352,168
9982,humans,6847891510465,348,876
9983,humans,1272388613592,137,225
9984,blobs,3516052016962,307,857
9985,monsters,3309817861977,276,333
9986,humans,6159875187997,234,499
9987,blobs,7704657572792,340,884
9988,blobs,9695730713973,287,834
9989,blobs,2430611729626,242,974
9990,humans,3609163638279,124,972
9991,monsters,8253223717177,137,53
9992,blobs,6862600142106,222,697
9993,blobs,2106270672279,40,189
9994,blobs,2515809750395,291,352
9995,humans,9292506795565,324,544
9996,blobs,8949616027581,139,557
9997,blobs,6765394972277,240,345
9998,monsters,2164735206506,12,940
9999,blobs,3898276351320,316,428
10000,monsters,628167016130,262,18
10001,monsters,491682164507,127,137
10002,blobs,2211756352132,138,482
10003,blobs,1887315356810,328,34
10004,humans,4948195389614,359,510
10005,monsters,1570101745220,222,797
10006,humans,7719381301026,220,359
10007,blobs,1820871733203,9,601
10008,humans,5524627367089,296,835
10009,blobs,9817224387812,8,409
10010,humans,3584623420182,55,246
10011,monsters,9677187733542,39,230
10012,blobs,4196558037126,23,530
10013,humans,8520516711105,305,717
10014,humans,1769563840278,311,418
10015,blobs,2428613916596,154,227
10016,monsters,7170852853653,58,782
10017,humans,5383408078233,244,418
10018,humans,8207794427152,81,701
10019,humans,8248603714410,185,464
10020,humans,97405205058,323,189
10021,monsters,8416018019206,199,261
10022,monsters,664122939471,338,899
10023,monsters,8339284640400,360,43
10024,monsters,8310550563500,127,48
10025,blobs,890581918779,15,80
10026,blobs,6547657172351,161,562
10027,monsters,5596078385689,114,584
10028,blobs,4956893388819,4,817
10029,monsters,2616198416987,65,133
10030,blobs,6589100487306,118,157
10031,monsters,1183906702273,64,824
10032,monsters,6672277076626,331,353
10033,blobs,1942964508751,289,771
10034,monsters,6500104180995,277,524
10035,humans,159253730848,155,881
10036,humans,3303606033930,150,739
10037,blobs,4167789885320,173,214
10038,monsters,4500863031748,74,457
10039,monsters,6182514701363,259,635
10040,monsters,5716825653392,343,113
10041,humans,6571921755437,128,185
10042,humans,9129521840070,73,599
10043,blobs,5519269341297,174,291
10044,monsters,9138646692396,133,354
10045,monsters,3677139119245,216,871
10046,monsters,804829793419,346,646
10047,humans,5116109211473,312,62
10048,humans,5715582983585,355,605
10049,monsters,6532411036132,316,967
10050,monsters,5824434527487,26,692
10051,humans,4623399823464,317,329
10052,blobs,2316828986084,14,71
10053,blobs,9108123656898,251,104
10054,humans,8600186034100,268,330
10055,humans,9505342909064,97,824
10056,humans,9964452070645,163,949
10057,monsters,4520552727042,223,399
10058,blobs,8666754447,202,590
10059,monsters,8418983903408,74,942
10060,humans,1889184659106,191,608
10061,humans,8617513774731,281,478
10062,humans,1614910791092,249,970
10063,blobs,1051282328015,134,927
10064,blobs,4787507351917,241,92
10065,monsters,4822574641268,82,747
10066,monsters,3405855989095,65,805
10067,monsters,1060759010657,279,356
10068,monsters,3880346817909,118,512
10069,blobs,8752373118704,80,709
10070,monsters,5826097508761,109,294
10071,monsters,755742338052,298,321
10072,humans,3626055984003,208,508
10073,blobs,7331536630630,0,891
10074,blobs,9089462285384,151,511
10075,monsters,7953539563576,167,203
10076,humans,7670572694049,32,217
10077,humans,7823208535879,310,373
10078,humans,225753123548,253,655
10079,blobs,6712426537888,85,309
10080,monsters,6126437772476,92,174
10081,blobs,5806949279145,74,825
10082,monsters,9464605775425,122,253
10083,blobs,8270644001946,296,75
10084,monsters,4161618686130,185,439
10085,blobs,9957703904517,160,733
10086,monsters,5761470613963,58,409
10087,blobs,7208902011325,168,32
10088,humans,8570829159759,85,760
10089,humans,2087098034014,168,759
10090,monsters,580711946304,90,411
10091,blobs,1269910492340,182,804
10092,humans,1471091399229,49,911
10093,monsters,8528244227314,340,297
10094,humans,5819011685267,344,642
10095,monsters,6892559396769,316,991
10096,blobs,8040132148672,277,637
10097,blobs,1915384624485,112,557
10098,monsters,9850595615710,175,364
10099,humans,4560411126639,126,64
10100,monsters,169093391783,218,403
